IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),FinalDescription,AnimalGroupParent,PropertyType,SpecialServiceTypeCategory,SpecialServiceType,Borough,StnGroundName,AnimalClass,Code,London
089900-06072018,06/07/2018 07:52,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN BICYCLE WHEEL - RSPCA UNABLE TO ATTEND,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Croydon,Croydon,Mammal,00AH,Outer London
089911-06072018,06/07/2018 08:17,2018,2018/19,Special Service,1,1,333,333,DUCKLING FALLEN DOWN DRAIN  J/O BARNES HIGH STREET.   CALLER WILL MEET BRIGADE,Bird,Pipe or drain ,Animal rescue from below ground,Wild animal rescue from below ground,Richmond Upon Thames,Richmond,Bird,00BD,Outer London
090310-06072018,06/07/2018 19:01,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Redbridge,Ilford,Bird,00BC,Outer London
090367-06072018,06/07/2018 19:54,2018,2018/19,Special Service,1,1,333,333,CAT STUCK BETWEEN BUILDING AND FENCE     THERE FOR THREE DAYS,Cat,Fence,Other animal assistance,Assist trapped domestic animal,Merton,Sutton,Mammal,00BA,Outer London
090769-07072018,07/07/2018 10:44,2018,2018/19,Special Service,1,1,333,333,TRAPPED SWIFT HANGING- CAUGHT IN WIRES   RSPCA IN ATTENDANCE,Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Southwark,Peckham,Bird,00BE,Outer London
091712-08072018,08/07/2018 12:58,2018,2018/19,Special Service,1,1,333,333,HORSE STUCK IN RIVER    NEAR CARE MANAGEMENT GROUP AT TOP OF THE LANE - CALLER IS AT THE BOTTOM OF T,Horse,"Grassland, pasture, grazing etc ",Animal rescue from water,Animal rescue from water - Farm animal,Havering,Hornchurch,Mammal,00AR,Inner London
091786-08072018,08/07/2018 14:22,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BEHIND OVEN,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Barnet,Southgate,Mammal,00AC,Inner London
091907-08072018,08/07/2018 17:10,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING,Bird,Restaurant/cafe,Animal rescue from height,Animal rescue from height - Bird,Westminster,Soho,Bird,00BK,Outer London
092378-09072018,09/07/2018 07:48,2018,2018/19,Special Service,1,1,333,333,FOX TANGLED UP IN FOOTBALL NET,Fox,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Croydon,Purley,Mammal,00AH,Outer London
092389-09072018,09/07/2018 08:35,2018,2018/19,Special Service,2,8,333,2664,HORSE TRAPPED IN DOORWAY ADDITIONAL FRU REQUESTED FROM SCENE - SILENT APPROACH,Horse,Animal harm outdoors,Other animal assistance,Animal assistance - Lift heavy domestic animal,Hillingdon,Hillingdon,Mammal,00AS,Outer London
092532-09072018,09/07/2018 14:20,2018,2018/19,Special Service,1,1,333,333,RCA KITTEN STUCK IN TREE G321 IN ATTENDANCE. NO FURTHER ATTENDANCE REQUIRED.,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Hillingdon,Ruislip,Mammal,00AS,Outer London
092621-09072018,09/07/2018 17:23,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON CHIMNEY   RSPCA REQUESTED BRIGADE ATTEND,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Enfield,Edmonton,Mammal,00AK,Outer London
092663-09072018,09/07/2018 18:04,2018,2018/19,Special Service,1,1,333,333,DOG IN PRECARIOUS POSITION  ON THIRD FLOOR OF BLOCK OF FLATS,Dog,Converted Flat/Maisonettes - 3 or more storeys,Other animal assistance,Assist trapped domestic animal,Enfield,Enfield,Mammal,00AK,Outer London
092704-09072018,09/07/2018 19:29,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED BETWEEN CAMERA AND LAMP POST,Bird,Other outdoor structures ,Animal rescue from height,Animal rescue from height - Bird,Croydon,Croydon,Bird,00AH,Outer London
092975-10072018,10/07/2018 10:23,2018,2018/19,Special Service,1,1,333,333,DOG IN DISTRESS LOCKED IN CAR   REG NO SM57 DJZ - NEAR TO CEMETERY,Dog,Car ,Other animal assistance,Assist trapped domestic animal,Croydon,Norbury,Mammal,00AH,Inner London
093896-11072018,11/07/2018 16:35,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN AIR VENT,Cat,Single shop ,Animal rescue from height,Animal rescue from height - Domestic pet,Wandsworth,Wandsworth,Mammal,00BJ,Outer London
093912-11072018,11/07/2018 16:49,2018,2018/19,Special Service,1,1,333,333,KITTEN STUCK ON ROOF HAS BEEN UP THERE FOR MORE THAN 48 HOURS - PASSED TO RSPCA REF 2402 11/07/18   ,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Newham,Plaistow,Mammal,00BB,Outer London
094361-12072018,12/07/2018 12:21,2018,2018/19,Special Service,,,333,,DOG TRAPPED IN LAKE CALLER RANG BACK AND CANCELLED,Dog,Park ,Animal rescue from water,Animal rescue from water - Domestic pet,Richmond Upon Thames,Twickenham,Mammal,00BD,Outer London
094642-12072018,12/07/2018 19:33,2018,2018/19,Special Service,1,1,333,333,PIDGEON TRAPPED IN TREE     BIRD HAS BEEN UPSIDE DOWN FOR AT LEAST 30 MINS FLAPPING ITS WINGS WITH I,Bird,Tree scrub ,Other animal assistance,Assist trapped wild animal,Kingston Upon Thames,Surbiton,Bird,00AX,Inner London
094891-13072018,13/07/2018 07:52,2018,2018/19,Special Service,1,1,333,333,SQUIRREL TRAPPED IN GUTTER OF PROPERTY,Squirrel,House - single occupancy ,Animal rescue from height,Wild animal rescue from height,Havering,Wennington,Mammal,00AR,Outer London
094956-13072018,13/07/2018 11:11,2018,2018/19,Special Service,1,1,333,333,"CAT CRAWLED THROUGH HOLE UNDER SINK, NOW STUCK IN PIPE",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving domestic animal - Other action,Greenwich,Plumstead,Mammal,00AL,Outer London
095591-13072018,13/07/2018 23:32,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED UNDER FLOORING,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Assist trapped domestic animal,Bromley,Beckenham,Mammal,00AF,Inner London
095987-14072018,14/07/2018 15:07,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN ENGINE OF CAR,Cat,Car ,Other animal assistance,Animal assistance involving domestic animal - Other action,Harrow,Stanmore,Mammal,00AQ,Outer London
096407-15072018,15/07/2018 03:30,2018,2018/19,Special Service,1,1,333,333,DEER STUCK IN FENCE  O.S. REDBRIDGE COLLEGE,Deer,Animal harm outdoors,Other animal assistance,Assist trapped wild animal,Redbridge,Ilford,Mammal,00BC,Outer London
097005-15072018,15/07/2018 18:50,2018,2018/19,Special Service,1,1,333,333,PARROTS WINGS TRAPPED IN A TREE,Bird,Woodland/forest - conifers/softwood ,Animal rescue from height,Animal rescue from height - Bird,Newham,Stratford,Bird,00BB,Inner London
097073-15072018,15/07/2018 20:23,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN NETTING ON BALCONY OF FLAT 86  FLAT 85 OR FLAT 88 GAIN ACCESS  RSPCA UNABLE TO ATT,Bird,Purpose Built Flats/Maisonettes - 10 or more storeys ,Animal rescue from height,Animal rescue from height - Bird,Enfield,Enfield,Bird,00AK,Outer London
097381-16072018,16/07/2018 05:38,2018,2018/19,Special Service,1,1,333,333,DOG WITH PAW CAUGHT IN GRILL OF OVEN,Dog,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Bexley,Bexley,Mammal,00AD,Outer London
097573-16072018,16/07/2018 13:18,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING    RSPCA IN ATTENDANCE,Bird,Purpose built office ,Animal rescue from height,Animal rescue from height - Bird,Kingston Upon Thames,Surbiton,Bird,00AX,Outer London
097823-16072018,16/07/2018 18:07,2018,2018/19,Special Service,1,1,333,333,SEAGULL TRAPPED BEHIND DOOR,Bird,Purpose built office ,Other animal assistance,Assist trapped wild animal,City Of London,Dowgate,Bird,00AA,Outer London
098168-17072018,17/07/2018 08:59,2018,2018/19,Special Service,1,1,333,333,REQUEST RSPCA FOR DOG AT STATION,Dog,Fire station ,Other animal assistance,Animal assistance involving domestic animal - Other action,Croydon,Addington,Mammal,00AH,Outer London
098293-17072018,17/07/2018 13:33,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN METAL RAILINGS,Dog,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Ealing,Acton,Mammal,00AJ,Outer London
098380-17072018,17/07/2018 15:45,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN NETTING  APPROX 30 FT HIGH AT FIRST FLOOR LEVEL CALLED BY RSPCA OFFICER IN ATTENDA,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Bird,Wandsworth,Wandsworth,Bird,00BJ,Outer London
098400-17072018,17/07/2018 16:16,2018,2018/19,Special Service,2,5,333,1665,PUPPY TRAPPED BETWEEN TWO HOUSES  FRU REQ FROM SCENE,Dog,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Enfield,Edmonton,Mammal,00AK,Inner London
098629-17072018,17/07/2018 19:35,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING,Bird,Hotel/motel ,Other animal assistance,Assist trapped wild animal,Hillingdon,Heathrow,Bird,00AS,Inner London
098651-17072018,17/07/2018 20:09,2018,2018/19,Special Service,1,1,333,333,CAT STUCK UP CHIMNEY,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Hammersmith And Fulham,Fulham,Mammal,00AN,Outer London
099229-18072018,18/07/2018 17:12,2018,2018/19,Special Service,1,1,333,333,DOG STUCK IN FENCE    OWNER ON SCENE,Dog,Park ,Other animal assistance,Assist trapped domestic animal,Waltham Forest,Walthamstow,Mammal,00BH,Inner London
099586-19072018,19/07/2018 07:09,2018,2018/19,Special Service,1,1,333,333,FOX TRAPPED IN NETTING IN SCHOOL FIELD,Fox,Infant/Primary school,Other animal assistance,Assist trapped wild animal,Croydon,Norbury,Mammal,00AH,Inner London
099609-19072018,19/07/2018 08:32,2018,2018/19,Special Service,1,2,333,666,DEER STUCK IN MOAT - WATER OPERATIONS LEVEL ONE,Deer,Other public building ,Other animal assistance,Assist trapped wild animal,Enfield,Enfield,Mammal,00AK,Outer London
099702-19072018,19/07/2018 11:27,2018,2018/19,Special Service,1,1,333,333,RSPCA REQUEST FROM SCENE WITH CAT STUCK UP TREE,Cat,Domestic garden (vegetation not equipment) ,Animal rescue from height,Animal rescue from height - Domestic pet,Bexley,Plumstead,Mammal,00AD,Outer London
099706-19072018,19/07/2018 11:36,2018,2018/19,Special Service,1,1,333,333,INJURED CAT TRAPPED BEHIND FENCE,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Assist trapped domestic animal,Ealing,Chiswick,Mammal,00AJ,Inner London
100250-20072018,20/07/2018 06:54,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED ON SECOND FLOOR LOBBY,Bird,Medical/health centre,Animal rescue from height,Animal rescue from height - Bird,Bromley,Beckenham,Bird,00AF,Inner London
100358-20072018,20/07/2018 11:33,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED UNDER DECKING   LEAD TANGLED AND WRAPPED AROUND POST,Dog,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ealing,Ealing,Mammal,00AJ,Outer London
100427-20072018,20/07/2018 13:01,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN GUTTERING    REQUESTED BY RSPCA WHO ARE ON SCENE,Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Lewisham,Beckenham,Bird,00AZ,Inner London
101196-21072018,21/07/2018 13:16,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON BALCONY    RSPCA IN ATTENDANCE.,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Wandsworth,Clapham,Mammal,00BJ,Outer London
101208-21072018,21/07/2018 13:39,2018,2018/19,Special Service,1,1,333,333,BIRD STUCK IN CHIMNEY  RSPCA REFUSING TO ATTEND,Bird,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Assist trapped wild animal,Waltham Forest,Leytonstone,Bird,00BH,Outer London
101482-21072018,21/07/2018 18:56,2018,2018/19,Special Service,1,1,333,333,DOG WITH HEAD TRAPPED IN METAL STAIRS,Dog,Animal harm outdoors,Other animal assistance,Assist trapped domestic animal,Hammersmith And Fulham,Fulham,Mammal,00AN,Outer London
101711-22072018,22/07/2018 02:47,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BETWEEN TWO WALLS,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Assist trapped domestic animal,Kensington And Chelsea,North Kensington,Mammal,00AW,Inner London
101778-22072018,22/07/2018 09:06,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN WALL,Dog,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Bromley,Orpington,Mammal,00AF,Inner London
101877-22072018,22/07/2018 13:24,2018,2018/19,Special Service,1,1,333,333,2 DOGS TRAPPED UNDER A GRAVESTONE  THE OLD JEWISH CEMETARY  AT FAR CORNER NEAR ROUNDWOOD PARK - LONG,Dog,Cemetery ,Other animal assistance,Assist trapped domestic animal,Brent,Willesden,Mammal,00AE,Inner London
102417-23072018,23/07/2018 12:49,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BETWEEN SHED AND WALL - OWNER ON SCENE,Cat,Private Garden Shed ,Other animal assistance,Assist trapped domestic animal,Newham,Plaistow,Mammal,00BB,Outer London
103148-24072018,24/07/2018 03:15,2018,2018/19,Special Service,1,1,333,333,SMALL ANIMAL RESCUE  -  CAT FALLEN AND IS ON FIRST FLOOR WINDOW LEDGE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Wandsworth,Battersea,Mammal,00BJ,Inner London
103230-24072018,24/07/2018 08:42,2018,2018/19,Special Service,1,1,333,333,RUNNING CALL CAT TRAPPED IN HOUSE H412 ATTENDING,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Kingston Upon Thames,Kingston,Mammal,00AX,Inner London
103281-24072018,24/07/2018 10:36,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON WINDOW LEDGE   RSPCA IN ATTENDANCE,Cat,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Animal rescue from height - Domestic pet,Islington,Islington,Mammal,00AU,Outer London
103324-24072018,24/07/2018 12:25,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN ROOM,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Croydon,West Norwood,Mammal,00AH,Inner London
103432-24072018,24/07/2018 15:25,2018,2018/19,Special Service,2,4,333,1332,ASSIST RSPCA WITH BIRD TRAPPED IN NETTING IN POND -  WATER RESCUE LEVEL 2 CALLED BY RSPCA WARDEN  NE,Bird,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Bird,Bromley,Sidcup,Bird,00AF,Outer London
103684-24072018,24/07/2018 20:53,2018,2018/19,Special Service,1,2,333,666,BIRD TRAPPED IN NETTING   ALP REQUESTED FROM SCENE,Bird,Furniture warehouse ,Animal rescue from water,Animal rescue from water - Bird,Brent,Stanmore,Bird,00AE,Outer London
104788-26072018,26/07/2018 11:52,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON A LEDGE - 3RD FLOOR - RSPCA WILL NOT ATTEND,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Southwark,Dockhead,Mammal,00BE,Outer London
104926-26072018,26/07/2018 14:18,2018,2018/19,Special Service,1,1,333,333,CAT ON ROOF    ASSIST RSPCA,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Lewisham,New Cross,Mammal,00AZ,Inner London
104983-26072018,26/07/2018 15:26,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN TREE    1.5 STOREYS HIGH  -  RSPCA UNABLE TO ATTEND,Cat,Domestic garden (vegetation not equipment) ,Animal rescue from height,Animal rescue from height - Domestic pet,Islington,Holloway,Mammal,00AU,Outer London
104988-26072018,26/07/2018 15:33,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN NETTING   RSPCA IN ATTENDANCE,Bird,Pub/wine bar/bar ,Other animal assistance,Assist trapped wild animal,Barnet,Finchley,Bird,00AC,Outer London
105338-26072018,26/07/2018 17:25,2018,2018/19,Special Service,1,2,333,666,RUNNING CALL TO DUCK TRAPPED IN MUD,Bird,River/canal ,Other animal assistance,Animal harm involving wild animal,Southwark,Dockhead,Bird,00BE,Outer London
106483-27072018,27/07/2018 22:29,2018,2018/19,Special Service,1,1,333,333,CAT ON ROOF FOURTH FLOOR,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Hornsey,Mammal,00AP,Inner London
106592-28072018,28/07/2018 07:01,2018,2018/19,Special Service,1,1,333,333,CAT FALLEN FROM FOURTH FLOOR TO FIRST FLOOR,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Ealing,Ealing,Mammal,00AJ,Outer London
106653-28072018,28/07/2018 10:28,2018,2018/19,Special Service,1,1,333,333,RSPCA REQUEST - CAT TRAPPED ON ROOF - RSPCA ON SCENE,Cat,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Hornsey,Mammal,00AP,Inner London
106715-28072018,28/07/2018 12:14,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED UNDER BATH,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Kingston Upon Thames,Surbiton,Mammal,00AX,Outer London
106799-28072018,28/07/2018 14:17,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED ON ROOF,Dog,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Enfield,Edmonton,Mammal,00AK,Outer London
106913-28072018,28/07/2018 16:07,2018,2018/19,Special Service,,,333,,DOG TRAPPED DOWN HOLE IN GARDEN,Dog,Other outdoor location ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Redbridge,Ilford,Mammal,00BC,Inner London
106927-28072018,28/07/2018 16:16,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING ON ROOF NEAR TO WARREN STREET STATION - CALLER WILL MEET YOU,Bird,Restaurant/cafe,Animal rescue from height,Animal rescue from height - Bird,Camden,Euston,Bird,00AG,Inner London
107092-28072018,28/07/2018 19:08,2018,2018/19,Special Service,1,1,333,333,BEARDED DRAGON TRAPPED IN CAR MECHANICS  BLACK NISSAN QUSHAI - REG - EK67XBL,Unknown - Domestic Animal Or Pet,Car ,Other animal assistance,Assist trapped domestic animal,Waltham Forest,Walthamstow,Mammal,00BH,Inner London
107135-28072018,28/07/2018 20:10,2018,2018/19,Special Service,1,1,333,333,CAT STUCK UP TREE RSPCA INSPECTOR REQUESTED ATTENDANCE AS CAT IS INJURED,Cat,Tree scrub ,Other animal assistance,Animal harm involving domestic animal,Havering,Hornchurch,Mammal,00AR,Inner London
107205-28072018,28/07/2018 21:40,2018,2018/19,Special Service,1,1,333,333,RABBIT STUCK BETWEEN WALLS OF EXTENSION,Rabbit,House - single occupancy ,Other animal assistance,Animal harm involving domestic animal,Havering,Hornchurch,Mammal,00AR,Outer London
107613-29072018,29/07/2018 17:08,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED UNDER RAILWAY BRIDGE OPPOSITE THE FALCON PUBLIC HOUSE  CALLER WILL MEET,Bird,Bridge,Animal rescue from height,Animal rescue from height - Bird,Lambeth,Clapham,Bird,00AY,Inner London
107679-29072018,29/07/2018 19:27,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON ROOF - OWNER ON SCENE,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Bromley,Beckenham,Mammal,00AF,Outer London
107774-29072018,29/07/2018 23:22,2018,2018/19,Special Service,1,1,333,333,CAT IN DISTRESS ON WINDOW LEDGE AT 3RD FLOOR LEVEL IN GROSVENOR HILL,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Westminster,Soho,Mammal,00BK,Outer London
108003-30072018,30/07/2018 14:16,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BEHIND FENCE (POSSIBLY INJURED)  FLAT B,Cat,Domestic garden (vegetation not equipment) ,Other animal assistance,Animal assistance involving domestic animal - Other action,Brent,North Kensington,Mammal,00AE,Inner London
108104-30072018,30/07/2018 16:51,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy ,Other animal assistance,Animal assistance involving wild animal - Other action,Sutton,Mitcham,Bird,00BF,Outer London
108223-30072018,30/07/2018 20:50,2018,2018/19,Special Service,1,1,333,333,CAT STUCK UP INTERNAL FIREPLACE,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Haringey,Hornsey,Mammal,00AP,Inner London
108578-31072018,31/07/2018 14:39,2018,2018/19,Special Service,2,3,333,999,TRAPPED BLACK BIRD - 9M LADDER X 1  REQUESTED BY RSPCA,Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Camden,West Hampstead,Bird,00AG,Outer London
108881-01082018,01/08/2018 01:34,2018,2018/19,Special Service,1,1,333,333,CAT IN PRECARIOUS POSITION ON 2ND FLOOR BALCONY FOLLOWING A FALL FROM 4TH FLOOR BALCONY CALLER WILL ,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Hackney,Homerton,Mammal,00AM,Outer London
109126-01082018,01/08/2018 14:59,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN CAR ENGINE   RSPCA ON SCENE,Cat,Car ,Other animal assistance,Assist trapped domestic animal,Lewisham,New Cross,Mammal,00AZ,Inner London
109647-02082018,02/08/2018 09:19,2018,2018/19,Special Service,1,1,333,333,RCA PIGEON STUCK UNDER CANOPY - RSCPA ON ROUTE  A361 ATTENDING,Bird,Purpose built office ,Animal rescue from height,Animal rescue from height - Bird,Enfield,Southgate,Bird,00AK,Inner London
110037-02082018,02/08/2018 21:25,2018,2018/19,Special Service,1,1,333,333,FOX TRAPPED BETWEEN FENCE AND SHED WALL  CONTACTED BY RSPCA,Fox,Animal harm outdoors,Other animal assistance,Assist trapped wild animal,Hammersmith And Fulham,Acton,Mammal,00AN,Outer London
110150-03082018,03/08/2018 02:13,2018,2018/19,Special Service,1,1,333,333,KITTEN TRAPPED BEHIND COOKER,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Assist trapped domestic animal,Greenwich,Plumstead,Mammal,00AL,Outer London
110277-03082018,03/08/2018 10:35,2018,2018/19,Special Service,1,1,333,333,RUNNING CALL CAT IN TREE,Cat,Roadside vegetation ,Animal rescue from height,Animal rescue from height - Domestic pet,Kingston Upon Thames,Kingston,Mammal,00AX,Inner London
110303-03082018,03/08/2018 11:35,2018,2018/19,Special Service,1,2,333,666,CAT TRAPPED IN BLACK CAB ENGINE BAY  FRU REQUESTED WITH SNAKE EYE CAMERA,Cat,Car ,Animal rescue from height,Animal rescue from height - Domestic pet,Kensington And Chelsea,Chelsea,Mammal,00AW,Inner London
110574-03082018,03/08/2018 18:45,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN A HOLE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Harrow,Stanmore,Mammal,00AQ,Outer London
111060-04082018,04/08/2018 10:09,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON ROOF,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Hornsey,Mammal,00AP,Outer London
111917-05082018,05/08/2018 15:05,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN FENCE,Dog,Domestic garden (vegetation not equipment) ,Other animal assistance,Assist trapped domestic animal,Harrow,Stanmore,Mammal,00AQ,Inner London
112116-05082018,05/08/2018 18:14,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN WINDOW AT FIRST FLOOR LEVEL   NEAR,Dog,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Bromley,Bromley,Mammal,00AF,Outer London
112246-05082018,05/08/2018 19:26,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN FENCE,Cat,Railings,Other animal assistance,Assist trapped domestic animal,Haringey,Hornsey,Mammal,00AP,Outer London
112608-06082018,06/08/2018 10:37,2018,2018/19,Special Service,1,1,333,333,CAT WITH HEAD TRAPPED BEHIND SINK,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving domestic animal - Other action,Tower Hamlets,Bethnal Green,Mammal,00BG,Outer London
112724-06082018,06/08/2018 13:57,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON SIGNBOX ON TOP OF SHUTTERBOX  APPROX 14 FEET OFF GROUND - RSPCA REQUESTING LADDER ASSIS,Cat,Single shop ,Animal rescue from height,Animal rescue from height - Domestic pet,Redbridge,Ilford,Mammal,00BC,Outer London
112803-06082018,06/08/2018 16:01,2018,2018/19,Special Service,1,3,333,999,SMALL ANIMAL RESCUE - CAT IN DISTRESS,Cat,Restaurant/cafe,Other animal assistance,Assist trapped domestic animal,Redbridge,Ilford,Mammal,00BC,Inner London
112972-06082018,06/08/2018 19:33,2018,2018/19,Special Service,1,1,333,333,DOG ON WINDOW LEDGE ON THIRD FLOOR  AERIAL APPLIANCE REQUESTED FROM ON SCENE,Dog,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Westminster,Paddington,Mammal,00BK,Inner London
113080-06082018,06/08/2018 22:38,2018,2018/19,Special Service,1,1,333,333,CAT IN PRECARIOUS POSITION  CALLER STATES ON WINDOW SILL OF BUILDING OPPOSITE APPROX FIVE FLOORS UP,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Tower Hamlets,Poplar,Mammal,00BG,Outer London
113548-07082018,07/08/2018 16:54,2018,2018/19,Special Service,1,1,333,333,BIRD IN CHIMNEY  CALLER DIABLED - UNABLE TO WALK OR WRITE - DETAILS PASSED TO RSPCA,Bird,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Croydon,Purley,Bird,00AH,Outer London
114269-08082018,08/08/2018 22:01,2018,2018/19,Special Service,1,3,333,999,KITTEN STUCK IN PIPE,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Waltham Forest,Leyton,Mammal,00BH,Outer London
114357-09082018,09/08/2018 02:05,2018,2018/19,Special Service,1,1,333,333,SMALL ANIMAL RESCUE - CAT TRAPPED,Cat,Vehicle Repair Workshop,Other animal assistance,Assist trapped domestic animal,Southwark,New Cross,Mammal,00BE,Outer London
